TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A25364,A25364.headed.txt,7869628,40180,Wing A3103; ESTC R23633,R23633,Free,"Anderson, Robert, fl. 1668-1696.",,,,,1669,,Gaging promoted an appendix to stereometrical propositions / by Robert Anderson.,,Mathematics,,,38,,Practical,,Mathematics -- Early works to 1800.,TRUE,FALSE
A25366,A25366.headed.txt,12306204,59261,Wing A3105; ESTC R1638,R1638,Free,"Anderson, Robert, fl. 1668-1696.",,,,,1696,,"The making of rockets in two parts, the first containing the making of rockets for the meanest capacity, the other to make rockets by a duplicate proposition, to 1000 pound weight or higher / experimentally and mathematically demonstrated, by Robert Anderson.",,Mathematics,,,65,,Instruments,,Fireworks -- Early works to 1800.,TRUE,FALSE
A25369,A25369.headed.txt,13413721,99441,Wing A3108; ESTC R113,R113,Free,"Anderson, Robert, fl. 1668-1696.",,,,,1690,,"To hit a mark, as well upon ascents and descents, as upon the plain of the horizon experimentally and mathematically demonstrated / by Robert Anderson.",,Techne,,,59,,Instruments,,Gunnery -- Early works to 1800.,TRUE,FALSE
A25375,A25375.headed.txt,11413725,47737,Wing A3113A; ESTC R30709,R30709,Restricted,"Saint AndrÃ©, FranÃ§ois de, fl. 1677-1725.",,,,,1689,,"Chymical disceptations, or, Discourses upon acid and alkali wherein are examined the object of Mr. Boyle against these principles : together with a reply to a letter of Mr. S. Doctor of Physick & fellow of the colleg of *** : wherein many errors are corrected, touching the nature of these two salts / by Fran. Andre, Dr. in Physick ..., faithfully rendered out of French into English by J.W. ; to which is added, by the translator, a discourse of phlebotomy shewing the absolute evils, together with the accidental benefits thereof, in some cases.; EntretiÃ©ns sur l'acide et sur l'alkali. English",,Natural History,,,222,,Chemistry,,Chemistry -- England -- Early works to 1800.; Acids.; Alkalies.,TRUE,FALSE
A25376,A25376.headed.txt,12381379,60767,Wing A3114; ESTC R8341,R8341,Free,"Rosencreutz, Christian.; Foxcroft, E.",,,,,1690,,"The hermetick romance, or, The chymical wedding written in High Dutch by Christian Rosencreutz ; translated by E. Foxcroft ...; Chymische Hochzeit. English. 1690",,Philosophy of Science,Occultism,,192,,,,Rosicrucians.,TRUE,FALSE
A25483,A25483.headed.txt,13049626,96950,Wing A3248; ESTC R18888,R18888,Restricted,,,,,,1700,,"Annus SophiÃ_ jubilÃ_us, The sophick constitution, or, The evil customs of the world reform'd a dialogue between a philadept and a citizen concerning the possibility of the sophick transmutation, the probability that there are adepts in the world ... : to which is added, A summary of some conferences with an artist, &c.",,Alchemy,Occultism,,90,,,,Alchemy -- Early works to 1800.,TRUE,FALSE
A25684,A25684.headed.txt,15553339,103690,Wing A3528; ESTC R35727,R35727,Restricted,"Urbigerus, Baro.; Faithorne, William, 1616-1691.",,,,,1690,,"Aphorismi Urbigerani, or, Certain rules, clearly demonstrating the three infallible ways of preparing the grand elixir, or circulatum majus of the philosophers discovering the secret of secrets, and detecting the errors of vulgar chymists in their operations : contain'd in one hundred and one aphorisms, to which are added The three ways of preparing the vegetable elixir, or, Circulatum minus / all deduc'd from never-erring experience by Baro Urbigerus ...",,Alchemy,Occultism,,96,,,,Alchemy -- Early works to 1800.,TRUE,FALSE
A25748,A25748.headed.txt,12165155,55286,Wing A3602; ESTC R31565,R31565,Free,"Arbuthnot, John, 1667-1735.",,,,,1692,,"Of the laws of chance, or, A method of calculation of the hazards of game plainly demonstrated and applied to games at present most in use : which may be easily extended to the most intricate cases of chance imaginable.",,Mathematics,,,122,,Arithmetic,,Probabilities.; Games of chance (Mathematics); Game theory.,TRUE,FALSE
A25754,A25754.headed.txt,10066026,44488,Wing A3608; ESTC R27652,R27652,Free,"Archer, John, fl. 1660-1684.",,,,,1671,,"Every man his own doctor in two parts, shewing I. how every one may know his own constitution by certain signs, also the nature and faculties of all food as well as meats as drinks ... : the second part shews the full knowledge and cure of the pox, running of the reins, gout, dropsie, scurvy, consumptions and obstructions, agues ... / written by John Archer.",,Med-General Treatise,,,161,,,,Medicine -- Early works to 1800.,TRUE,FALSE
A25757,A25757.headed.txt,10066058,44489,Wing A3610; ESTC R27653,R27653,Free,"Archer, John, fl. 1660-1684.",,,,,1684,,"Secrets disclosed of consumptions shewing [h]ow to distinguish between scurvy and venereal disease : also, how to prevent and cure the fistula by chymical drops without cutting, also piles, hÃ_morrhoids, and other diseases / by John Archer.",,Med-Specific Treatise,,,80,,Disease,,Medicine -- Early works to 1800.,TRUE,FALSE
A25811,A25811.headed.txt,25908658,109751,Wing A3688B; ESTC R172506,R172506,Restricted,"Aristotle, pseud.; P. J.",,,,,1699,,"Aristotle's manual of choice secrets, shewing the whole mystery of generation : with receipts to prevent barrenness, and cause conception : very necessary to be known and practiced by all midwives, nurses, & young married women / translated out of Latin by J.P.",,Med-Specific Treatise,Aristotelian Tradition,,144,,Women/Children,,Obstetrics -- Early works to 1800.; Neonatology -- Early works to 1800.,TRUE,FALSE
A25812,A25812.headed.txt,12246855,56968,Wing A3689; ESTC R4283,R4283,Restricted,,,,,,1684,,"Aristoteles Master-piece, or, The secrets of generation displayed in all the parts thereof ...; Aristotle's Masterpiece.",,Med-Specific Treatise,Aristotelian Tradition,,190,,Women/Children,,Obstetrics -- Early works to 1800.; Gynecology -- Early works to 1800.; Reproduction.,TRUE,FALSE
A25813,A25813.headed.txt,10066166,44491,Wing A3689A; ESTC R27655,R27655,Free,"Aristotle, pseud.",,,,,1694,,"Aristotle's master-piece, or, The secrets of generation displayed in all the parts thereof ... very necessary for all midwives, nurses, and young-married women.",,Med-Specific Treatise,Aristotelian Tradition,,194,,Women/Children,,Obstetrics -- Early works to 1800.; Reproduction.,TRUE,FALSE
A25820,A25820.headed.txt,12226320,56515,Wing A3695; ESTC R21111,R21111,Free,"Aristotle.; Anaximenes, of Lampsacus. Rhetorica ad Alexandrum. English.",,,,,1686,,"Aristotle's Rhetoric, or, The true grounds and principles of oratory shewing the right art of pleading and speaking in full assemblies and courts of judicature / made English by the translators of The art of thinking ...; Rhetoric. English",,Philosophy of Science,Aristotelian Tradition,,300,,,,"Rhetoric, Ancient.",TRUE,FALSE
A25846,A25846.headed.txt,12381140,60750,Wing A3723; ESTC R7858,R7858,Free,"Arnauld, Antoine, 1612-1694.; Nicole, Pierre, 1625-1695.",,,,,1685,,"Logic, or, The art of thinking in which, besides the common, are contain'd many excellent new rules, very profitable for directing of reason and acquiring of judgment in things as well relating to the instruction of for the excellency of the matter printed many times in French and Latin, and now for publick good translated into English by several hands.; Logique. English. 1685",,Philosophy of Science,Mechanical Philosophy,,258,,,,Logic -- Early works to 1800.,TRUE,FALSE
A25906,A25906.headed.txt,11668234,48023,Wing A3799; ESTC R9580,R9580,Free,"Artemidorus, Daldianus.; Valerius Maximus.; R. W. (Robert Wood)",,,,,1644,,"The interpretation of dreams digested into five books by that ancient and excellent philosopher, Artimedorus / compiled by him in Greek, and translated afterwards into the Latine, the Italian, the French, and Spanish tongues, and now more exactly rendered into English ...; Oneirocritica. English",,Philosophy of Science,,,204,,,,Dreams.,TRUE,FALSE
A26045,A26045.headed.txt,10113880,44506,Wing A4011; ESTC R27669,R27669,Free,"Aspley, John.",,,,,1647,,Speculum nauticum a looking glasse for sea-men : wherein they may behold a small instrument called the plain scale whereby all questions nautical and propositions astronomical are very easily and demonstratively wrought ... / by Iohn Aspley.,,Navigation,,,68,,,,Navigation -- Early works to 1800.; Nautical astronomy.,TRUE,FALSE
A26109,A26109.headed.txt,11664517,48016,Wing A4083; ESTC R9407,R9407,Restricted,,,,,,1667,,"Astrological predictions of Englands happy success and compleat victory over the French, Dutch, & Dane, this year 1667 the rebuilding and flourishing of the city of London in great glory : the Kings commanding the treasures of his enemies to repair her ruines : with several remarkable prophecies of the same nature.",,Astrology,Occultism,,26,,,,Astrology -- Early works to 1800.; Great Britain -- History -- Prophecies.,TRUE,FALSE
A26110,A26110.headed.txt,12192091,55889,Wing A4084; ESTC R5939,R5939,Restricted,"Walker, Joseph.",,,,,1684,,"Astronomy's advancement, or, News for the curious being a treatise of telescopes, and an account of the marvelous astronomical discoveries of late years made throughout Europe : with the figures of the sun, moon, and planets, with Copernicus his system, in twelve copper plates : also, an abstract to ching the distance, faces, bulks, and orbs of the heavenly bodies, the best way of using instruments for satisfaction, &c. out of the best astronomers, ancient and modern, viz. Mr. Hook, Mr. Bouilleau, Mr. Hevelius, Father Kircher, &c. / done out of French by Jos. Walker.",,Astronomy,Royal Society,,80,,Instruments,,Astronomy -- Early works to 1800.; Telescopes -- Early works to 1800.,TRUE,FALSE
A26131,A26131.headed.txt,10521921,45188,Wing A4125; ESTC R28312,R28312,Free,"Atkins, William.",,,,,1694,,"A discourse shewing the nature of the gout with directions to such remedies as will immediately take away the pain ... : and also helps for palsies, plurisies, cholick, convulsions in limbs ... : with receipts and directions for the cure of the king's evil and other diseases / by W. Atkins.",,Med-Specific Treatise,,,146,,Physiology,,Gout -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
A26161,A26161.headed.txt,11692281,48213,Wing A4162; ESTC R12316,R12316,Free,"Atwell, George.",,,,,1660,,"An apology, or, Defence of the divine art of natural astrologie being an answer to a sermon preached in Cambridge, July 25, 1652. ... / written by the learned and ingenious mathematician, Mr. George Atwell ... ; and now published by a friend ... vvhose preface is hereunto annexed.",,Astrology,Occultism,,69,,,,Astrology -- Early works to 1800.; Prophecies.,TRUE,FALSE
A26190,A26190.headed.txt,12114198,54241,Wing A4188; ESTC R18928,R18928,Free,"Aubrey, John, 1626-1697.",,,,,1696,,"Miscellanies upon the following subjects collected by J. Aubrey, Esq.",,Philosophy of Science,Occultism,,188,,,,"Aubrey, John, 1626-1697.; Superstition.; Spiritualism.; Occultism.",TRUE,FALSE
A26232,A26232.headed.txt,11710418,48282,Wing A4234; ESTC R13917,R13917,Free,"Austen, Ralph, d. 1676.; Bacon, Francis, 1561-1626. Sylva sylvarum.",,,,,1658,,"Observations upon some part of Sr Francis Bacon's Naturall history as it concernes fruit-trees, fruits, and flowers especially the fifth, sixth, and seaventh centuries, improving the experiments mentioned, to the best advantage / by R.A. Austen, practiser in the art of planting.",,Natural History,Baconian,,57,,Earth Sciences,,Fruit-culture -- Early works to 1800.,TRUE,FALSE
A26235,A26235.headed.txt,10830541,46046,Wing A4240; ESTC R29129,R29129,Free,"Austen, Ralph, d. 1676.",,,,,1665,,"A treatise of fruit trees shewing the manner of planting, grafting, pruning, and ordering of them in all respects according to rules of experience gathered in the space of thirty seven years : whereunto is annexed observations upon Sr. Fran. Bacons Natural history, as it concerns fruit-trees, fruits and flowers : also, directions for planting of wood for building, fuel, and other uses, whereby the value of lands may be much improved in a short time with small cost and little labour / by Ra. Austen.",,Natural History,Baconian,,399,,Earth Sciences,,"Bacon, Francis, 1561-1626. -- Sylva sylvarum.; Fruit-culture -- England -- Early works to 1800.; Arboriculture -- England -- Early works to 1800.",TRUE,FALSE
A26259,A26259.headed.txt,12369322,60522,Wing A4271; ESTC R1981,R1981,Restricted,"AverroÃ«s, 1126-1198.; Pythagoras. Correspondence. English. Selections.",,,,,1695,,"Averroeana being a transcript of several letters from Averroes an Arabian philosopher at Corduba in Spain, to Metrodorus a young Grecian nobleman, student at Athens in the years 1149 and 1150 : also several letters from Pythagoras to the King of India, together with his reception at the Indian court, and an account of his discourse with the King, and his gymnosophists, and his rules and precepts : his account of the power and efficacy of numbers, and magical uses thereof : to which is prefixt, a Latin letter by Monsieur Grinau, one of the Messieurs du Port Royal in France, to the ingenius Monsieur Gramont, merchant at Amsterdam, concerning the subject of these papers, and how they came to his hands : the whole containing matters highly philosophical, physiological, Pythagorical and medicinal, the work having been long conceal'd is now put into English for the benefit of mankind, and the rectification of learned mistakes.; Correspondence. English. Selections",,Med-General Treatise,Aristotelian Tradition,,185,,,,Medicine -- Early works to 1800.,TRUE,FALSE
A26262,A26262.headed.txt,13619302,100819,Wing A4275; ESTC R16481,R16481,Free,"Avril, Philippe, 1654-1698.; Hakluyt, Richard, 1552?-1616.; Purchas, Samuel, 1577?-1626.",,,,,1693,,"Travels into divers parts of Europe and Asia, undertaken by the French King's order to discover a new way by land into China containing many curious remarks in natural philosophy, geography, hydrology and history : together with a description of Great Tartary and of the different people who inhabit there / by Father Avril of the Order of the Jesuits ; done out of French ; to which is added, A supplement extracted from Hakluyt and Purchas giving an account of several journeys over land from Russia, Persia, and the Moguls country to China, together with the roads and distances of the places.; Voyage en divers Ã©tats d'Europe et d'Asie. English",,Geography,,,421,,,,Middle East -- Description and travel.; Asia -- Description and travel.; Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.; China -- Description and travel.,TRUE,FALSE
A26305,A26305.headed.txt,12706851,66048,Wing A449; ESTC R6585,R6585,Free,"Acton, George.",,,,,1670,,"A letter in answer to certain quÃ_ries and objections made by a learned Galenist against the theorie and practice of chymical physick wherein the right method of curing of diseases is demonstrated, the possibility of universal medicine evinced, and chymical physick vindicated / by George Acton ...",,Med-Specific Treatise,,,18,,Polemic,,Medicine -- Early works to 1800.,TRUE,FALSE
A26307,A26307.headed.txt,12226490,56531,Wing A450; ESTC R21309,R21309,Free,"Acton, George.",,,,,1668,,"Physical reflections upon a letter written by J. Denis, professor of philosophy and mathematicks, to Monsieur de Montmor, counsellor to the French King, and Master of Requests concerning a new way of curing sundry diseases by transfusion of blood / by George Acton ...",,Anatomical/Surgical,,,17,,,,"Denis, Jean-Baptiste, d. 1704.; Blood -- Transfusion.",TRUE,FALSE
A26435,A26435.headed.txt,13681796,101299,Wing A62; ESTC R4619,R4619,Free,"Abbot, George, 1562-1633.",,,,,1664,,"A briefe description of the whole world wherein is particularly described all the monarchies, empires, and kingdoms of the same, with their academies, as also their severall titles and scituations thereunto adjoyning / written by the Reverend Father in God George Abbot ...",,Geography,,,344,,,,Geography -- Early works to 1800.,TRUE,FALSE
A26548,A26548.headed.txt,9649090,43902,Wing A765; ESTC R27095,R27095,Free,"Aglionby, William, d. 1705.",,,,,1686,,Painting illustrated in three diallogues containing some choice observations upon the art together with the lives of the most eminent painters from Cimabue to the time of Raphael and Michael Angelo : with an explanation of the difficult terms.,,Mathematics,,,426,,Practical,,Painting.; Painters -- Italy.,TRUE,FALSE
A26553,A26553.headed.txt,11966133,51707,Wing A77; ESTC R6380,R6380,Free,"Abercromby, David, d. 1701 or 2.",,,,,1687,,"Academia scientiarum, or, The academy of sciences being a short and easie introduction to the knowledge of the liberal arts and sciences, with the names of those famous authors that have written on every particular science : in English and Latine / by D. Abercromby ...",,Philosophy of Science,Royal Society,,244,,,,"Knowledge, Theory of.; Philosophy -- Early works to 1800.; Science -- Early works to 1800.; Intellectual life.",TRUE,FALSE
A26561,A26561.headed.txt,13337383,99114,Wing A784; ESTC R14394,R14394,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Care, Henry, 1646-1688.",,,,,1670,,"Female pre-eminence, or, The dignity and excellency of that sex above the male an ingenious discourse / written orignally in Latine by Henry Cornelius Agrippa ... ; done into English with additional advantages by H. C.; Declamation de nobilitate et praecellentia foeminei sexus. English",,Philosophy of Science,Occultism,,110,,,,Women -- Controversial literature -- Early works to 1800.,TRUE,FALSE
A26562,A26562.headed.txt,12192922,55919,Wing A785; ESTC R6621,R6621,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Petrus, de Abano, ca. 1250-ca. 1315. Heptameron. English.; Turner, Robert, fl. 1654-1665.",,,,,1655,,"Henry Cornelius Agrippa, his fourth book of occult philosophy of geomancy, magical elements of Peter de Abano, astronomical geomancy, the nature of spirits, arbatel of magick / translated into English by Robert Turner ...; De occulta philosophia. Book 4. English",,Philosophy of Science,Occultism,,120,,,,Occultism -- Early works to 1800.,TRUE,FALSE
A26563,A26563.headed.txt,18830501,108393,Wing A785A; ESTC R40727,R40727,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Turner, Robert, fl. 1654-1665.; Petrus, de Abano, ca. 1250-ca. 1315. Heptameron, or magical elements of Peter de Abano.",,,,,1655,,Henry Cornelius Agrippa's fourth book of occult philosophy and geomancy magical elements of Peter de Abano : astronomical geomancy : the nature of spirits : and Arbatel of magick / translated into English by Robert Turner ...; De occulta philosophia. Book 4. English.,,Philosophy of Science,Occultism,,309,,,,Occultism.; Magic.,TRUE,FALSE
A26564,A26564.headed.txt,12746612,93270,Wing A786; ESTC R32699,R32699,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Turner, Robert, fl. 1654-1665.; Petrus, de Abano, ca. 1250-ca. 1315. Heptameron.",,,,,1665,,"Henry Cornelius Agrippa his fourth book of occult philosophy of geomancie, magical elements of Peter de Aban : astronomical geomancie ; the nature of spirits ; Arbatel of magick ; the species or several kindes of magick / translated into English by Robert Turner.; De occulta philosophia. Book 4. English.",,Philosophy of Science,Occultism,,242,,,Occultism,Occultism.; Magic.,TRUE,TRUE
A26565,A26565.headed.txt,11994557,52070,Wing A789; ESTC R11002,R11002,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; French, John, 1616-1657.",,,,,1651,,Three books of occult philosophy written by Henry Cornelius Agrippa of Nettesheim ... ; translated out of the Latin into the English tongue by J.F.; De occulta philosophia. English,,Philosophy of Science,Occultism,,612,,,Occultism,Occultism.,TRUE,TRUE
A26566,A26566.headed.txt,11994526,52069,Wing A790; ESTC R10955,R10955,Free,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.",,,,,1676,,"The vanity of arts and sciences by Henry Cornelius Agrippa, Knight ...",,Philosophy of Science,Occultism,,392,,,Philosophy of Science,"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.; Learning and scholarship -- Early works to 1800.; Scholasticism.; Science -- Early works to 1800.",TRUE,TRUE
A26664,A26664.headed.txt,12672324,65499,Wing A930; ESTC R19265,R19265,Free,"Alingham, William, fl. 1694-1710.",,,,,1698,,"A short account, of the nature and use of maps as also some short discourses of the properties of the earth, and of the several inhabitants thereof : to which is subjoin'd, A catalogue of the factories and places now in possession of the English, French, Dutch, Spaniards, Portegueze and Danes, both in the East and West-Indies.",,Geography,,,64,,,,Cartography -- Early works to 1800.; Geography -- Early works to 1800.,TRUE,FALSE
A26665,A26665.headed.txt,13046722,96930,Wing A931; ESTC R18664,R18664,Free,"Ali Puli.; Brice, E.",,,,,1696,,"Centrum naturÃ_ concentratum, or, The salt of nature regenerated for the most part improperly called the philosopher's stone / written in Arabick by Alipili ... ; published in Low Dutch, 1694, and now done into English, 1696, by a lover of the hermetick science.; Centrum naturae concentratum. English",,Alchemy,Occultism,,97,,,,,TRUE,FALSE
A26733,A26733.headed.txt,11057441,46172,Wing B1020; ESTC R29247,R29247,Free,"Basilius Valentinus.; Cable, Daniel.; Bacon, Roger, 1214?-1294.; Hollandus, Johan IsaÃ_c, 15th cent.; Suchten, Alexander von, ca. 1520-ca. 1590.",,,,,1671,,"Of natural & supernatural things also of the first tincture, root, and spirit of metals and minerals, how the same are conceived, generated, brought forth, changed, and augmented / [by] Basilius Valentinus ; translated out of high Dutch by Daniel Cable ; whereunto is added Frier Roger Bacon, Of the medicine or tincture of antimony; Mr. John Isaac Holland, his Work of Saturn; and Alex. Van Suchten, Of the secrets of antimony.",,Alchemy,Occultism,,242,,,,Alchemy.,TRUE,FALSE
A26734,A26734.headed.txt,16206227,105077,Wing B1021; ESTC R37084,R37084,Free,"Basilius Valentinus.; J. H. (John Harding), b. 1600 or 1601.",,,,,1660,,The triumphant chariot of antimony being a conscientious discovery of the many reall transcendent excellencies included in that minerall / written by Basil Valentine ... ; faithfully Englished and published for the common good by I.H. ...; Triumph-Wagen Antimonii. English,,Med-Specific Treatise,,,183,,Substances,,Medicine -- Early works to 1800.; Antimony -- Therapeutic use.,TRUE,FALSE
A26735,A26735.headed.txt,12540921,62975,Wing B1023; ESTC R14540,R14540,Restricted,"Basilius Valentinus.; Kerckring, Theodor, 1640-1693.",,,,,1678,,"Basil Valentine his Triumphant chariot of antimony with annotations of Theodore Kirkringius, M.D. : with the true book of the learned Synesius, a Greek abbot, taken out of the Emperour's library, concerning the philosopher's stone.; Triumph-Wagen Antimonii. English",,Med-Specific Treatise,,,187,,Substances,,Antimony -- Therapeutic use -- Early works to 1800.; Alchemy -- Early works to 1800.,TRUE,FALSE
A26772,A26772.headed.txt,12256262,57532,Wing B1088; ESTC R17351,R17351,Restricted,"Bate, George, 1608-1669.; Shipton, James.; Salmon, William, 1644-1713.",,,,,1694,,"PharmacopÅia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...; Pharmacopoeia Bateana. English",,Med-Materia Medica/Recipes,,,1020,,,,"Medicine -- Formulae, receipts, prescriptions.; Pharmacy -- Early works to 1800.; Dispensatories -- Early works to 1800.; Pharmacopoeias -- Great Britain -- 17th century.",TRUE,FALSE
A26839,A26839.headed.txt,12172216,55454,Wing B1163; ESTC R19503,R19503,Free,"Bauderon, Brice, ca. 1540-1623.; Welles, Benjamin, 1615 or 16-1678.",,,,,1657,,"The expert phisician learnedly treating of all agues and feavers, whether simple or compound, shewing their different nature, causes, signes, and cure ... / written originally by that famous doctor in phisick, Bricius Bauderon ; and translated into English by B.W., licentiate in physick by the University of Oxford ...; PharmacopÃ©e. English",,Med-Specific Treatise,,,176,,Disease,,Fever.; Medicine -- Early works to 1800.,TRUE,FALSE
A27004,A27004.headed.txt,12320061,59459,Wing B1367; ESTC R5892,R5892,Free,"Baxter, Richard, 1615-1691.",,,,,1667,,"The reasons of the Christian religion the first part, of godliness, proving by natural evidence the being of God ... : the second part, of Christianity, proving by evidence supernatural and natural, the certain truth of the Christian belief ... / by Richard Baxter ... ; also an appendix defending the soul's immortality against the Somatists or Epicureans and other pseudo-philosophers.",,Science-Religion,Platonism,,672,,,,Natural theology -- Early works to 1800.; Apologetics -- Early works to 1800.; Apologetics -- History -- 17th century.,TRUE,FALSE
A27077,A27077.headed.txt,15236972,103254,Wing B1467; ESTC R35304,R35304,Free,"Bayfield, Robert, b. 1629.",,,,,1663,,"Tes iatrikes kartos, or, A treatise de morborum capitis essentiis & pronosticis adorned with above three hundred choice and rare observations ... / by Robert Bayfield ...",,Med-Specific Treatise,,,213,,Disease,,Head -- Diseases -- Etiology -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
A27078,A27078.headed.txt,13588380,100606,Wing B1469; ESTC R13955,R13955,Free,"Bayfield, Robert, b. 1629.",,,,,1662,,"Tractatus de tumoribus praeter naturam, or, A treatise of preternatural tumors divided into four sections and adorned with many choice and rare observations / by Robert Bayfield ...",,Med-Specific Treatise,,,254,,Physiology,,Tumors -- Early works to 1800.,TRUE,FALSE
A27154,A27154.headed.txt,12021127,52612,Wing B1558; ESTC R4687,R4687,Free,"Beale, John, 1603-1683?; Hartlib, Samuel, d. 1662.",,,,,1657,,"Herefordshire orchards, a pattern for all England written in an epistolary address to Samuel Hartlib, Esq. / by I.B.",,Natural History,Royal Society,,66,,Earth Sciences,,Fruit-culture -- England -- Herefordshire.,TRUE,FALSE
A27218,A27218.headed.txt,11892722,50462,Wing B164; ESTC R5439,R5439,Restricted,"R. B., M. D.",,,,,1700,,"Coral and steel, a most compendious method of preserving and restoring health, or, A rational discourse grounded upon experience practically shewing how most diseases may be both prevented and cured, either solely or chiefly by two common medicaments, viz. red coral and steel / by R.B., M.D.",,Med-Specific Treatise,,,136,,Substances,,"Medicine -- Formulae, receipts, prescriptions.; Medicine -- Early works to 1800.",TRUE,FALSE
A27223,A27223.headed.txt,10775994,45810,Wing B1643; ESTC R28897,R28897,Free,"Becher, Johann Joachim, 1635-1682.",,,,,1680,,"Magnalia naturÃ_, or, The philosophers-stone lately exposed to public sight and scale being a true and exact account of the manner how Wenceslaus Seilerus, the late famous projection-maker at the emperours court at Vienna, came by and made away with a very great quantity of pouder of projection by projecting with it before the emperour and a great many witnesses, selling it &c. for some years past / by John Joachim Becher : published at the request, and for the satisfaction of several curious, especially of Mr. Boyl &c.",,Alchemy,Occultism,,38,,,,"Seilerus, Wenceslaus.; Alchemy.; Chemistry -- Early works to 1800.",TRUE,FALSE
A27239,A27239.headed.txt,11955786,51501,Wing B1663; ESTC R4019,R4019,Restricted,"Beddevole, Dominique, d. ca. 1692.; Scougall, J.",,,,,1691,,"Essayes of anatomy in which the construction of the organs and their mechanical operations are clearly explained according to the new hypotheses / by ******, Dr. in Medicine, written originally in French.; Essais d'anatomie. English",,Anatomical/Surgical,,,200,,,,Human anatomy -- Early works to 1800.,TRUE,FALSE
A27267,A27267.headed.txt,11955881,51502,Wing B1703; ESTC R4020,R4020,Restricted,"BÃ©guin, Jean.",,,,,1669,,"Tyrocinium chymicum, or, Chymical essays acquired from the fountain of nature and manual experience / by John Beguinus ...",,Med-Specific Treatise,,,152,,Chemistry,,Pharmacy -- Early works to 1800.; Chemistry -- Early works to 1800.,TRUE,FALSE
A27335,A27335.headed.txt,11893053,50464,Wing B178; ESTC R5485,R5485,Free,"Alius Medicus.; B. T., 17th cent.; Loss, Friedrich.",,,,,1674,,"Animadversions on the medicinal observations of the Heidelberg, Palatinate, Dorchester practitioner of physick, Mr. Frederick Loss by Alius Medicus.",,Med-General Treatise,,,168,,,,"Loss, Friedrich. -- Observationum medicinalium libri quatuor.; Medicine.; Medicine -- Early works to 1800.",TRUE,FALSE
A27372,A27372.headed.txt,12099576,54049,Wing B1852; ESTC R14765,R14765,Free,"Belon, P. (Peter)",,,,,1684,,"The Irish spaw, being a short discourse on mineral waters in general with a way of improving by art weakly impregnated mineral waters ... / by P. Bellon ...",,Med-Specific Treatise,,,85,,Hydrotherapy,,Health resorts -- Ireland.; Mineral waters -- Therapeutic use.,TRUE,FALSE
A27374,A27374.headed.txt,12317902,59410,Wing P3026B; Wing B1856; ESTC R4899,R4899,Restricted,"Belon, P. (Peter)",,,,,1675,,"The potable balsome of life being a collection of the choicest preservatives that are extant within the three natural families of minerals, vegetables and animals, reduced into such essences and tinctures by the scientifick art of chymie ... by which the bodies which are in health may be preserved ... / published by P. Bellon ...",,Med-Materia Medica/Recipes,,,26,,,,"Medicine, Popular -- Early works to 1800.",TRUE,FALSE
A27452,A27452.headed.txt,12170849,55400,Wing B1959; ESTC R31584,R31584,Restricted,"Berengario da Carpi, Jacopo, ca. 1460-ca. 1530.",,,,,1664,,"Mikrokosmographia, or, A description of the body of man being a practical anatomy, shevving the manner of anatomizing from part to part, the like hath not been set forth in the English tongue : adorned with many demonstrative figures / long since composed in Latine by that famous J. Berengarius of Carpus, Dr. of A. & P., reader of chirurgery in the University of Bononia ; done into English by H. Jackson, chirurgeon, by whom is also added a fit Etymon to the names of the parts in their proper place.",,Anatomical/Surgical,,,407,,,,Human anatomy -- Early works to 1800.,TRUE,FALSE
