ngram,corpus frequency,document frequency,rank in corpus
dropsy,30,27,1739
inter,30,18,1739
gallia,30,14,1739
dispight,30,27,1739
inundation,30,27,1739
contribute,30,21,1739
lineage,30,21,1739
recalled,30,29,1739
sowing,30,26,1739
peece-meale,30,29,1739
entitled,30,27,1739
amazonian,30,24,1739
fortune's,30,29,1739
ascent,30,25,1739
burdened,30,26,1739
heretics,30,21,1739
spitting,30,29,1739
gracchus,30,2,1739
numberless,30,26,1739
reuiues,30,28,1739
cogging,30,22,1739
glaucilla,30,1,1739
norwich,30,8,1739
shadie,30,20,1739
subversion,30,28,1739
conjured,30,28,1739
prouok'd,30,22,1739
matchles,30,19,1739
warden,30,24,1739
novelties,30,25,1739
unskillful,30,23,1739
bode,30,25,1739
bashfulnesse,30,19,1739
maidenheads,30,25,1739
hesperus,30,13,1739
hint,30,23,1739
stabs,30,22,1739
chine,30,28,1739
averse,30,29,1739
mardonius,30,1,1739
accoutred,30,25,1739
facility,30,26,1739
revelation,30,27,1739
builded,30,28,1739
monstrously,30,28,1739
dight,30,22,1739
basis,30,26,1739
inchant,30,24,1739
racked,30,25,1739
incontinence,30,24,1739
cuze,30,3,1739
philogano,30,1,1739
startled,30,26,1739
blindfold,30,28,1739
frogs,30,30,1739
conueyance,30,28,1739
counters,30,26,1739
exempted,30,29,1739
assistants,30,30,1739
laundresse,30,20,1739
spousall,30,12,1739
orcanes,30,2,1739
strawes,30,26,1739
laura,30,6,1739
ivno,30,8,1739
votary,30,25,1739
spaines,30,15,1739
electra,30,5,1739
suruay,30,17,1739
trophee,30,24,1739
enacted,30,26,1739
outrun,30,28,1739
livio,30,1,1739
withheld,30,28,1739
ruminate,30,26,1739
moss,30,28,1739
a^l,30,27,1739
sweetmeats,30,22,1739
hostility,30,22,1739
bucke,30,19,1739
mittimus,30,25,1739
butchered,30,24,1739
rascally,30,21,1739
barely,30,30,1739
destroying,30,28,1739
coile,30,27,1739
endowments,30,28,1739
doated,30,26,1739
shoares,30,9,1739
bondmen,30,20,1739
flatly,30,26,1739
deceiues,30,27,1739
churchmen,30,25,1739
comrades,30,25,1739
burnisht,30,23,1739
phaedria,30,1,1739
vvilt,30,20,1739
behooves,30,25,1739
shreds,30,29,1739
bridges,30,22,1739
discomfort,30,27,1739
ingeniously,30,27,1739
adoption,30,21,1739
gnawing,30,27,1739
welcomed,29,28,1740
wynd,29,14,1740
piper,29,22,1740
excite,29,27,1740
spinne,29,27,1740
indenture,29,26,1740
premises,29,25,1740
diety,29,20,1740
blots,29,25,1740
meeter,29,27,1740
unhappie,29,19,1740
pyes,29,27,1740
patrick,29,5,1740
thirsts,29,27,1740
unnaturally,29,26,1740
rancour,29,23,1740
whirling,29,20,1740
godfathers,29,26,1740
delinquents,29,25,1740
divulged,29,26,1740
stables,29,25,1740
preventing,29,28,1740
index,29,28,1740
interests,29,18,1740
retires,29,27,1740
december,29,27,1740
gouernes,29,29,1740
recorder,29,16,1740
warble,29,25,1740
pend,29,25,1740
testy,29,16,1740
contentions,29,23,1740
go^,29,25,1740
rarity,29,24,1740
outlandish,29,25,1740
kindreds,29,24,1740
decaying,29,25,1740
amandus,29,1,1740
achates,29,2,1740
parlee,29,20,1740
recompensed,29,26,1740
castruchio,29,6,1740
constellations,29,25,1740
liude,29,22,1740
laud,29,23,1740
checkes,29,28,1740
climes,29,26,1740
thessalian,29,18,1740
expires,29,27,1740
destenie,29,20,1740
disinherit,29,20,1740
climbing,29,24,1740
powles,29,14,1740
larum,29,26,1740
alarmes,29,26,1740
wrinckled,29,26,1740
saves,29,27,1740
aulters,29,11,1740
cupid's,29,21,1740
archers,29,20,1740
bat,29,24,1740
hostage,29,23,1740
morrowes,29,24,1740
ranged,29,24,1740
maluolio,29,1,1740
estranged,29,28,1740
ithimore,29,1,1740
thalander,29,1,1740
gusts,29,29,1740
inseparable,29,28,1740
homebred,29,23,1740
clogged,29,28,1740
prolonged,29,27,1740
altitude,29,18,1740
priviledg'd,29,23,1740
edged,29,28,1740
mountferrat,29,2,1740
combatants,29,21,1740
framde,29,25,1740
bardolfe,29,4,1740
shrouded,29,28,1740
abounds,29,23,1740
christopher,29,15,1740
pamela,29,2,1740
aragon,29,6,1740
posie,29,19,1740
liars,29,25,1740
flaw,29,27,1740
flap,29,26,1740
boue,29,20,1740
mastered,29,26,1740
scabbard,29,24,1740
bedded,29,25,1740
conceives,29,21,1740
obeying,29,23,1740
values,29,29,1740
mortally,29,22,1740
edify,29,24,1740
stiffly,29,25,1740
deflores,29,1,1740
prelates,29,22,1740
plaguey,29,25,1740
suborned,29,22,1740
bettered,29,23,1740
cog,29,22,1740
veiled,29,24,1740
hoope,29,29,1740
sanguis,29,6,1740
bleedes,29,27,1740
queen's,29,23,1740
nel,29,10,1740
menaphon,29,3,1740
differs,29,28,1740
conduits,29,27,1740
reuengefull,29,22,1740
conform,29,22,1740
puddle,29,26,1740
demanding,29,28,1740
fevers,29,26,1740
washes,29,24,1740
philonax,29,2,1740
subjected,29,27,1740
tinker,29,16,1740
chapman,29,21,1740
uneven,29,26,1740
pitiless,29,28,1740
considers,29,24,1740
gwenthyan,29,1,1740
whippe,29,22,1740
bang,29,24,1740
paced,29,28,1740
emilia,29,5,1740
scowre,29,28,1740
sheriffs,29,25,1740
macro,29,1,1740
wipes,29,29,1740
agreeable,29,22,1740
unfaithful,29,27,1740
o'that,29,22,1740
aphelia,29,1,1740
prior,29,6,1740
perfected,29,26,1740
wodden,29,26,1740
rushing,29,25,1740
grievously,29,26,1740
afright,29,22,1740
knacks,29,23,1740
behaved,29,25,1740
dianas,29,20,1740
trinkets,29,27,1740
comprehended,29,27,1740
prophesies,29,23,1740
jle,29,11,1740
eyebrows,29,22,1740
successively,29,26,1740
sportes,29,26,1740
par,29,25,1740
distinct,29,23,1740
sires,29,24,1740
humbleness,29,26,1740
cleremont,29,4,1740
throane,29,20,1740
ammunition,29,18,1740
pants,29,29,1740
conditioned,29,28,1740
oversight,29,25,1740
budget,29,19,1740
stooped,29,28,1740
interposed,29,26,1740
burse,29,14,1740
straying,29,27,1740
successors,29,26,1740
miter,29,20,1740
placing,29,29,1740
mario,29,1,1740
uncertainty,29,29,1740
teeme,29,24,1740
curs,29,22,1740
regaine,29,25,1740
enquiry,29,27,1740
abed,29,22,1740
symptoms,29,27,1740
handsomer,29,23,1740
youl'd,29,23,1740
potions,29,27,1740
circes,29,25,1740
manors,29,25,1740
lett's,29,18,1740
pans,29,20,1740
cossen,29,12,1740
recure,29,20,1740
generosity,29,17,1740
wakefield,29,7,1740
hala,29,1,1740
larded,29,25,1740
bias,29,25,1740
tradition,29,25,1740
y'ad,29,25,1740
preachers,29,16,1740
lukewarm,29,19,1740
reference,29,28,1740
sepulchers,29,28,1740
im'e,29,12,1740
numpes,29,1,1740
^hy,29,29,1740
arises,29,23,1740
paramour,29,22,1740
distilling,29,29,1740
tapsters,29,24,1740
wrongst,29,27,1740
pitchy,29,28,1740
kinsmans,29,26,1740
vouch,29,24,1740
hawking,29,24,1740
eudina,29,1,1740
welshman,29,15,1740
aeolus,29,18,1740
epire,29,4,1740
alecto,29,18,1740
loft,29,29,1740
groate,29,19,1740
wags,29,21,1740
neast,29,25,1740
pampered,29,27,1740
blemished,29,26,1740
loosely,29,25,1740
profited,29,26,1740
blockhead,29,24,1740
ploddall,29,1,1740
ducks,29,27,1740
vengance,29,21,1740
familiars,29,28,1740
twayn,29,8,1740
polidor,29,3,1740
cvtberd,29,1,1740
translation,29,25,1740
irrevocable,29,27,1740
enjoyne,29,22,1740
quenches,29,26,1740
coniur'd,29,25,1740
accidental,29,28,1740
mynion,29,20,1740
beak,29,27,1740
witherd,29,20,1740
recite,29,25,1740
fidling,29,25,1740
lodwicke,29,8,1740
howeuer,29,18,1740
gree,29,21,1740
mercvrie,29,6,1740
uttering,29,28,1740
sympathize,29,27,1740
hoofes,29,26,1740
scraping,29,28,1740
guardians,29,22,1740
drugges,29,27,1740
wringing,29,28,1740
imp,29,11,1740
mansions,29,27,1740
soranzo,29,2,1740
grasp,29,22,1740
cringe,29,26,1740
glosters,29,11,1740
damnably,29,27,1740
moth,29,20,1740
buttocks,29,27,1740
tuition,29,27,1740
disdainefull,29,26,1740
border,29,22,1740
mayden-head,29,24,1740
charitably,29,27,1740
oily,29,23,1740
collier,29,12,1740
1000,29,23,1740
spleenes,29,26,1740
twilight,29,24,1740
revenger,29,25,1740
cid,29,3,1740
punck,29,14,1740
accusing,29,29,1740
foulest,29,28,1740
vanishes,29,27,1740
zo,29,13,1740
delya,29,2,1740
supposes,29,21,1740
pell,29,22,1740
bulwarks,29,26,1740
emangoly,29,1,1740
pandoraes,29,2,1740
ille,29,15,1740
prevails,29,27,1740
pindus,29,15,1740
centaure,29,19,1740
assisting,29,28,1740
wayling,29,18,1740
consisting,29,24,1740
cliffe,29,26,1740
placket,29,19,1740
ewe,29,26,1740
reconciliation,29,24,1740
partiality,29,23,1740
reversion,29,23,1740
combustion,29,27,1740
submissive,29,19,1740
sister's,29,25,1740
coral,29,26,1740
keep'st,29,27,1740
cleandra,29,1,1740
basiliske,29,28,1740
canopie,28,28,1741
vigorous,28,24,1741
armellina,28,1,1741
torrents,28,24,1741
emulous,28,23,1741
lyre,28,20,1741
propper,28,25,1741
scilence,28,17,1741
whirlwind,28,25,1741
servingman,28,22,1741
cloy,28,26,1741
superscription,28,23,1741
forage,28,25,1741
glimpse,28,27,1741
saffron,28,26,1741
ensnare,28,26,1741
hereabouts,28,24,1741
joyed,28,23,1741
pattent,28,24,1741
drones,28,27,1741
totter,28,24,1741
obstacle,28,19,1741
vasco,28,3,1741
vizards,28,21,1741
drownes,28,26,1741
wou^d,28,26,1741
mangle,28,27,1741
joan,28,10,1741
confounding,28,22,1741
gustus,28,2,1741
gramercies,28,14,1741
tempers,28,28,1741
flowring,28,23,1741
emulate,28,23,1741
scratching,28,28,1741
smockes,28,23,1741
crests,28,22,1741
zephyrus,28,21,1741
ift,28,25,1741
thundered,28,25,1741
sounder,28,25,1741
wi^,28,24,1741
powrefull,28,23,1741
assurde,28,21,1741
fancied,28,26,1741
reueald,28,19,1741
traitorously,28,20,1741
wrings,28,27,1741
doncaster,28,4,1741
urbin,28,3,1741
influences,28,23,1741
encountering,28,23,1741
bitten,28,27,1741
prostitution,28,26,1741
executors,28,20,1741
superiors,28,25,1741
saues,28,27,1741
repaid,28,27,1741
lid,28,21,1741
phlegmatic,28,26,1741
lubber,28,23,1741
rusticke,28,23,1741
stretches,28,26,1741
iasons,28,12,1741
allurements,28,26,1741
aaron,28,6,1741
marian,28,10,1741
yore,28,25,1741
thrusting,28,27,1741
variable,28,25,1741
frankincense,28,20,1741
unsafe,28,22,1741
lariscus,28,1,1741
furthermore,28,20,1741
invitation,28,25,1741
impediments,28,20,1741
sawst,28,25,1741
raphe,28,5,1741
m^st,28,22,1741
yrons,28,21,1741
ragge,28,22,1741
sequestered,28,26,1741
qu,28,20,1741
reside,28,22,1741
gemini,28,21,1741
mithridates,28,11,1741
weekly,28,27,1741
session,28,17,1741
pylades,28,10,1741
jollity,28,25,1741
chopped,28,27,1741
epi,28,4,1741
providing,28,28,1741
visor,28,14,1741
toads,28,27,1741
hotly,28,26,1741
arete,28,3,1741
retiring,28,26,1741
dei,28,15,1741
lewdly,28,26,1741
tee,28,11,1741
folds,28,24,1741
linings,28,27,1741
reserving,28,24,1741
vexations,28,26,1741
faintness,28,24,1741
smoothe,28,21,1741
expresses,28,22,1741
gylt,28,7,1741
^er,28,22,1741
loue-sicke,28,24,1741
apparently,28,23,1741
thriftie,28,23,1741
exhort,28,24,1741
quaintly,28,25,1741
buzzing,28,28,1741
belles,28,21,1741
revile,28,24,1741
liueries,28,25,1741
boult,28,16,1741
worry,28,26,1741
duller,28,27,1741
conformable,28,25,1741
masking,28,25,1741
thronged,28,26,1741
covers,28,27,1741
nothings,28,27,1741
staggers,28,27,1741
matching,28,27,1741
vrs,28,3,1741
virtue's,28,24,1741
despising,28,25,1741
seaz'd,28,27,1741
aemilia,28,5,1741
sarpego,28,5,1741
disposde,28,23,1741
unwieldy,28,25,1741
nill,28,21,1741
lioness,28,26,1741
lybian,28,20,1741
tout,28,9,1741
unthrifty,28,18,1741
giu't,28,16,1741
yoked,28,22,1741
lunacie,28,24,1741
wagging,28,26,1741
insist,28,26,1741
d^e,28,24,1741
workmen,28,17,1741
ensues,28,26,1741
studdy,28,22,1741
conceales,28,25,1741
combined,28,26,1741
blocks,28,27,1741
colt,28,28,1741
epistle,28,23,1741
calst,28,27,1741
gamsters,28,24,1741
be^,28,22,1741
beuer,28,15,1741
dulipo,28,1,1741
intellectual,28,25,1741
massacres,28,21,1741
haec,28,16,1741
maintaind,28,22,1741
splendor,28,25,1741
alphabet,28,21,1741
communicate,28,25,1741
brick,28,23,1741
conversant,28,25,1741
countnance,28,17,1741
edgar,28,5,1741
so^,28,26,1741
pandarus,28,12,1741
martyred,28,25,1741
hinges,28,27,1741
cynthias,28,11,1741
wo,28,14,1741
peacocks,28,24,1741
syria,28,12,1741
turnings,28,26,1741
architecture,28,20,1741
fitness,28,28,1741
squeeze,28,25,1741
bereaved,28,26,1741
proving,28,28,1741
hau^,28,24,1741
s'foote,28,11,1741
need'st,28,24,1741
kindling,28,27,1741
considerations,28,26,1741
jerkin,28,22,1741
forbearance,28,24,1741
goldsmith,28,17,1741
macedonians,28,6,1741
amazde,28,23,1741
lass,28,19,1741
gipsey,28,8,1741
ordering,28,24,1741
wonderfully,28,23,1741
seek'st,28,26,1741
stigian,28,23,1741
homo,28,19,1741
contarini,28,3,1741
fists,28,25,1741
alterations,28,25,1741
dorigen,28,2,1741
faithfulness,28,25,1741
femall,28,25,1741
sudaine,28,14,1741
ninth,28,25,1741
resurrection,28,20,1741
warmes,28,27,1741
acknowledgment,28,25,1741
doister,28,2,1741
dell,28,18,1741
atque,28,12,1741
leaps,28,26,1741
devote,28,21,1741
whereunto,28,21,1741
defenses,28,22,1741
n^w,28,24,1741
ismenus,28,2,1741
provokes,28,26,1741
baker,28,20,1741
inventory,28,21,1741
retrograde,28,23,1741
judah,28,7,1741
mineral,28,27,1741
thereabouts,28,25,1741
beech,28,12,1741
revenges,28,24,1741
iester,28,24,1741
freindship,28,16,1741
ballio,28,1,1741
inscribed,28,24,1741
cornwell,28,3,1741
buckets,28,21,1741
meanings,28,26,1741
fearce,28,18,1741
pouch,28,22,1741
13,28,12,1741
16,28,14,1741
albanact,28,3,1741
pollux,28,18,1741
prophesied,28,25,1741
minding,28,25,1741
orations,28,22,1741
cleora,28,3,1741
shrowde,28,23,1741
gravitie,28,20,1741
presumptions,28,19,1741
foyles,28,25,1741
melora,28,2,1741
sterue,28,25,1741
bewford,28,3,1741
gonzalo,28,2,1741
portly,28,25,1741
doates,28,25,1741
gelt,28,17,1741
faires,28,28,1741
murren,28,21,1741
singers,28,27,1741
soars,28,27,1741
sulphurous,28,26,1741
caratach,28,1,1741
penie,28,16,1741
canopy,28,25,1741
sunbeams,27,24,1742
resolud,27,20,1742
waving,27,25,1742
governesse,27,16,1742
illustrate,27,23,1742
puffes,27,25,1742
quenching,27,27,1742
greetings,27,25,1742
objected,27,22,1742
mungrell,27,19,1742
holdfast,27,4,1742
fatherless,27,27,1742
meander,27,12,1742
baboone,27,24,1742
arguing,27,26,1742
proctor,27,12,1742
cornets,27,18,1742
thistles,27,25,1742
roy,27,20,1742
centaures,27,21,1742
cuffes,27,26,1742
clearest,27,26,1742
disciples,27,20,1742
nods,27,27,1742
cheered,27,26,1742
abrupt,27,24,1742
dues,27,23,1742
rolls,27,22,1742
thefts,27,25,1742
wilfulness,27,26,1742
truncke,27,21,1742
calmer,27,24,1742
salome,27,1,1742
aberden,27,1,1742
slye,27,24,1742
capten,27,5,1742
urania,27,8,1742
morgan,27,14,1742
sorrowing,27,22,1742
bondsman,27,19,1742
mauger,27,24,1742
revives,27,25,1742
agone,27,19,1742
shelfe,27,23,1742
removing,27,22,1742
bur,27,24,1742
plums,27,21,1742
cloyed,27,24,1742
unconscionable,27,24,1742
embarked,27,27,1742
amiens,27,5,1742
inmost,27,23,1742
unmeet,27,23,1742
complot,27,23,1742
millain,27,14,1742
marketplace,27,17,1742
insurrection,27,24,1742
bagot,27,2,1742
bernardo,27,5,1742
colier,27,2,1742
angiers,27,2,1742
taylers,27,12,1742
calchas,27,8,1742
convenience,27,21,1742
discourteous,27,22,1742
consorts,27,24,1742
thing's,27,25,1742
carelessness,27,23,1742
kites,27,25,1742
vasques,27,1,1742
homes,27,22,1742
guiding,27,27,1742
snip,27,16,1742
violante,27,2,1742
nennius,27,3,1742
biscuit,27,24,1742
shocke,27,23,1742
eue^,27,22,1742
marwood,27,1,1742
darlings,27,24,1742
platonic,27,16,1742
blasphemies,27,23,1742
mortimor,27,1,1742
consulted,27,23,1742
corporation,27,21,1742
suppers,27,24,1742
congregation,27,22,1742
exilde,27,23,1742
sleeve,27,19,1742
prease,27,23,1742
cleona,27,1,1742
odmer,27,1,1742
v^,27,26,1742
jordan,27,13,1742
impudently,27,24,1742
knauish,27,22,1742
caliste,27,3,1742
corcut,27,1,1742
protract,27,25,1742
newcastle,27,3,1742
twentieth,27,21,1742
hogshead,27,20,1742
imposition,27,26,1742
hastes,27,21,1742
profanation,27,21,1742
^aue,27,21,1742
rag,27,23,1742
hazarded,27,24,1742
excelling,27,26,1742
pyramid,27,22,1742
sells,27,22,1742
heom,27,1,1742
whaw,27,5,1742
deane,27,11,1742
acquired,27,25,1742
trunck,27,24,1742
scared,27,23,1742
bateman,27,1,1742
sowes,27,27,1742
gliding,27,23,1742
loathes,27,25,1742
earth's,27,22,1742
saveall,27,1,1742
prospers,27,27,1742
quicksands,27,14,1742
trebble,27,24,1742
creeps,27,26,1742
feith,27,2,1742
fife,27,22,1742
balurdo,27,2,1742
beholden,27,20,1742
dividing,27,26,1742
ourselves,27,25,1742
unapt,27,27,1742
imagining,27,24,1742
epicures,27,23,1742
closes,27,22,1742
withdrawn,27,26,1742
chopping,27,25,1742
verified,27,21,1742
singled,27,25,1742
houering,27,25,1742
crispinvs,27,1,1742
felicities,27,20,1742
abruptly,27,26,1742
donnot,27,1,1742
200,27,17,1742
stoutest,27,24,1742
ditches,27,23,1742
eglantine,27,12,1742
personated,27,22,1742
virolet,27,1,1742
liveries,27,23,1742
tongued,27,24,1742
divining,27,21,1742
impressed,27,23,1742
frog,27,25,1742
job,27,23,1742
tryde,27,23,1742
interre,27,24,1742
magical,27,20,1742
moments,27,24,1742
wakened,27,26,1742
hallow,27,21,1742
octavius,27,2,1742
grandfathers,27,21,1742
nourishing,27,22,1742
sweeting,27,23,1742
gingle,27,10,1742
embracements,27,24,1742
curtsie,27,20,1742
creating,27,24,1742
benumbed,27,26,1742
dieu,27,19,1742
^his,27,26,1742
intercepted,27,25,1742
^eare,27,22,1742
n'ere,27,22,1742
shrubs,27,27,1742
dishonesty,27,21,1742
crochet,27,4,1742
auailes,27,21,1742
pinnace,27,23,1742
brauing,27,18,1742
admission,27,9,1742
transcends,27,24,1742
comicall,27,21,1742
sunburned,27,25,1742
skirt,27,22,1742
jugler,27,21,1742
regular,27,24,1742
kid,27,20,1742
performing,27,25,1742
flourishes,27,26,1742
perigot,27,2,1742
steept,27,26,1742
24,27,16,1742
baiazeth,27,2,1742
entrench,27,25,1742
signifying,27,15,1742
divisions,27,25,1742
contended,27,26,1742
manfully,27,26,1742
dyon,27,2,1742
supports,27,26,1742
saleware,27,1,1742
pursse,27,18,1742
cowes,27,21,1742
fortunately,27,23,1742
external,27,25,1742
terribly,27,25,1742
determination,27,23,1742
newer,27,27,1742
informers,27,24,1742
dombe,27,18,1742
amsterdam,27,21,1742
di^,27,20,1742
detected,27,26,1742
angles,27,20,1742
illusions,27,24,1742
phil,27,10,1742
piping,27,25,1742
entangle,27,23,1742
proserpina,27,20,1742
haunce,27,3,1742
find'st,27,27,1742
learnes,27,26,1742
superficies,27,22,1742
windmill,27,18,1742
coo'd,27,5,1742
exeter,27,7,1742
peach,27,18,1742
^r,27,25,1742
squint,27,25,1742
roguery,27,22,1742
euphues,27,3,1742
lancashire,27,15,1742
ignominious,27,23,1742
flinch,27,23,1742
greef,27,7,1742
squadron,27,22,1742
incubus,27,21,1742
type,27,22,1742
amazes,27,26,1742
nests,27,23,1742
catalina,27,2,1742
leaft,27,10,1742
castabella,27,2,1742
gerard,27,4,1742
bathes,27,25,1742
abiding,27,26,1742
puppets,27,20,1742
portugals,27,8,1742
buttered,27,25,1742
pisano,27,3,1742
cankred,27,19,1742
cable,27,24,1742
monarchies,27,25,1742
vtter'd,27,21,1742
dow,27,9,1742
nothing's,27,24,1742
tempore,27,19,1742
shells,27,25,1742
peerlesse,27,20,1742
ambiguous,27,23,1742
tou,27,4,1742
exterior,27,25,1742
subtilties,27,24,1742
invaded,27,24,1742
courteously,27,25,1742
cleares,27,22,1742
bassianus,27,2,1742
fleire,27,1,1742
honesties,27,24,1742
tullia,27,2,1742
royalties,27,20,1742
weathers,27,24,1742
howes,27,18,1742
petitioner,27,20,1742
traitrous,27,22,1742
erisicthon,27,1,1742
^ound,27,26,1742
dinners,27,25,1742
alarums,27,23,1742
ferry,27,13,1742
subvert,27,22,1742
procession,27,25,1742
chardge,27,17,1742
by's,26,22,1743
memorial,26,18,1743
bellow,26,25,1743
sorted,26,23,1743
tript,26,22,1743
solitariness,26,17,1743
quarry,26,23,1743
exacts,26,22,1743
queanes,26,24,1743
penthea,26,1,1743
vowde,26,20,1743
garret,26,21,1743
usurpers,26,20,1743
shund,26,21,1743
gem,26,23,1743
agripyne,26,1,1743
prankes,26,22,1743
greetes,26,25,1743
12o,26,1,1743
exasperate,26,21,1743
resident,26,21,1743
sunck,26,24,1743
camelion,26,24,1743
pinched,26,23,1743
elixar,26,24,1743
loudly,26,21,1743
twig,26,25,1743
se^,26,24,1743
lunacy,26,20,1743
glue,26,25,1743
sweetened,26,25,1743
lucretia,26,10,1743
slash,26,21,1743
repel,26,20,1743
dishonours,26,21,1743
halters,26,23,1743
tua,26,9,1743
cheapen,26,23,1743
their's,26,23,1743
sirah,26,18,1743
forfeits,26,26,1743
dukedomes,26,14,1743
bloodlesse,26,24,1743
temperd,26,26,1743
basilino,26,1,1743
trotting,26,25,1743
melampo,26,2,1743
figuring,26,18,1743
prodigally,26,26,1743
didos,26,1,1743
orizons,26,23,1743
happes,26,18,1743
crafts,26,17,1743
stride,26,24,1743
comforter,26,25,1743
lightnings,26,23,1743
drake,26,21,1743
thickets,26,25,1743
circling,26,25,1743
veriest,26,20,1743
snarling,26,24,1743
sussex,26,10,1743
nearcus,26,1,1743
plentifully,26,24,1743
cheerely,26,20,1743
scribe,26,22,1743
ammon,26,2,1743
penyus,26,1,1743
geta,26,6,1743
tung,26,13,1743
quickens,26,26,1743
ruder,26,26,1743
eyne,26,21,1743
sneake,26,21,1743
tymethes,26,1,1743
mary's,26,18,1743
unwonted,26,20,1743
distinctly,26,22,1743
despaires,26,22,1743
acre,26,22,1743
oblique,26,23,1743
spunne,26,21,1743
tattle,26,18,1743
ormus,26,7,1743
dreaded,26,20,1743
birlady,26,20,1743
multiplies,26,21,1743
fades,26,22,1743
assumed,26,23,1743
noyses,26,20,1743
vesta,26,18,1743
caspian,26,10,1743
pontus,26,12,1743
ginger,26,20,1743
travailed,26,17,1743
defendant,26,17,1743
brandon,26,3,1743
credence,26,22,1743
correspondent,26,24,1743
faggot,26,22,1743
foulness,26,23,1743
bellinda,26,1,1743
buffets,26,25,1743
hover,26,21,1743
mercutio,26,2,1743
bardolph,26,4,1743
dey,26,7,1743
miraculously,26,24,1743
beldam,26,23,1743
remorce,26,22,1743
groaned,26,26,1743
alley,26,18,1743
starrie,26,20,1743
hier,26,18,1743
cranmer,26,3,1743
species,26,23,1743
aspersion,26,23,1743
speckled,26,22,1743
aught,26,20,1743
conuoy,26,24,1743
i^e,26,25,1743
superficial,26,23,1743
300,26,13,1743
arising,26,19,1743
auow,26,14,1743
fostred,26,21,1743
stamps,26,21,1743
bowing,26,23,1743
manifold,26,22,1743
armde,26,20,1743
carriages,26,19,1743
rejoicing,26,24,1743
hoist,26,25,1743
fogge,26,19,1743
carpenter,26,21,1743
dulled,26,24,1743
beleeu't,26,16,1743
block-head,26,12,1743
unhandsome,26,22,1743
arming,26,22,1743
benefice,26,18,1743
lord's,26,22,1743
currents,26,23,1743
forrester,26,16,1743
audax,26,2,1743
pothecary,26,13,1743
satire,26,16,1743
quickened,26,25,1743
excrement,26,23,1743
mid,26,25,1743
coossen,26,1,1743
among'st,26,20,1743
unburied,26,21,1743
doria,26,3,1743
olympian,26,18,1743
auffidius,26,1,1743
railes,26,25,1743
priuacie,26,16,1743
sels,26,24,1743
extenuate,26,24,1743
techmessa,26,1,1743
frosen,26,17,1743
tinkers,26,21,1743
tardie,26,23,1743
viperous,26,23,1743
barnard,26,3,1743
brinish,26,24,1743
hackney,26,24,1743
protects,26,26,1743
tristram,26,12,1743
bewty,26,13,1743
pelting,26,23,1743
zarack,26,1,1743
randalls,26,1,1743
establish,26,25,1743
tended,26,25,1743
pistolets,26,16,1743
lemot,26,1,1743
buzze,26,23,1743
woollen,26,23,1743
liuia,26,7,1743
rowze,26,24,1743
arbaces,26,3,1743
clyomon,26,1,1743
rubs,26,24,1743
pawnd,26,22,1743
aggrauate,26,24,1743
ushers,26,22,1743
atone,26,23,1743
seruing-man,26,18,1743
minority,26,21,1743
villane,26,20,1743
personages,26,23,1743
cordials,26,20,1743
salmon,26,17,1743
great'st,26,23,1743
repress,26,18,1743
bleake,26,24,1743
mending,26,24,1743
unseene,26,23,1743
dismembered,26,24,1743
extort,26,22,1743
irksome,26,24,1743
marriam,26,1,1743
burgers,26,14,1743
namde,26,21,1743
victual,26,24,1743
noot,26,1,1743
whoop,26,21,1743
marsillus,26,1,1743
partakers,26,26,1743
exhausted,26,23,1743
cherubins,26,19,1743
delivering,26,25,1743
troubling,26,25,1743
choycest,26,20,1743
corinthian,26,17,1743
balde,26,14,1743
^hen,26,23,1743
bonum,26,20,1743
hartwell,26,1,1743
carve,26,23,1743
calantha,26,2,1743
appetitus,26,3,1743
obstinacy,26,22,1743
stanley,26,4,1743
flakes,26,22,1743
lining,26,23,1743
noddy,26,21,1743
foolerie,26,22,1743
twined,26,25,1743
singer,26,22,1743
meadow,26,23,1743
intemperance,26,26,1743
ons,26,17,1743
tutch,26,11,1743
procurer,26,16,1743
defied,26,22,1743
sieve,26,22,1743
timons,26,2,1743
clouts,26,25,1743
giv'st,26,21,1743
abradates,26,1,1743
fayles,26,23,1743
pitious,26,21,1743
irreuocable,26,25,1743
bestirre,26,25,1743
straightway,26,21,1743
critic,26,22,1743
intercourse,26,24,1743
salamander,26,21,1743
^m,26,25,1743
murtherous,26,18,1743
expedient,26,24,1743
immured,26,20,1743
but's,26,19,1743
precipitate,26,21,1743
indictment,26,23,1743
honoring,26,25,1743
continence,26,20,1743
mittigate,26,22,1743
laborinth,26,22,1743
coold,26,25,1743
whore-master,26,17,1743
encompassed,26,23,1743
geldings,26,21,1743
random,26,25,1743
bounden,26,20,1743
blank,26,19,1743
gems,26,24,1743
neroes,26,4,1743
cusay,26,1,1743
crampe,26,18,1743
scan,26,21,1743
codpeece,26,23,1743
shoo,26,22,1743
paintings,26,20,1743
aurelius,26,7,1743
buts,26,22,1743
18,26,11,1743
thanklesse,26,25,1743
elegies,26,19,1743
50,26,21,1743
ladders,26,20,1743
chyll,26,4,1743
couze,26,8,1743
scrowle,26,23,1743
prostituted,26,22,1743
lanes,26,25,1743
unwillingness,26,21,1743
afoot,26,23,1743
discuss,26,22,1743
irene,26,5,1743
soliciting,26,22,1743
me-thinkes,26,12,1743
tam,26,19,1743
sallets,26,22,1743
